username,timestamp,content,engagement_metrics,mentions,hashtags
westlaura,2025-11-05T13:55:57Z,Ask together here growth international then film. #banknifty #nifty50 @analyst101,"{""likes"": 683, ""retweets"": 324, ""replies"": 126}",@analyst101,"#banknifty,#nifty50"
rmcdaniel,2025-11-04T23:48:19Z,Ever special finish edge say.,"{""likes"": 1545, ""retweets"": 272, ""replies"": 81}",,
zcross,2025-11-05T08:44:03Z,Spring discuss stage itself class. #intraday #banknifty,"{""likes"": 1858, ""retweets"": 356, ""replies"": 163}",,"#intraday,#banknifty"
johnsonruth,2025-11-05T08:00:00Z,Whom on position door newspaper throw later physical.,"{""likes"": 1492, ""retweets"": 274, ""replies"": 48}",,
mmarshall,2025-11-05T15:13:19Z,Floor eye magazine heavy available simply huge provide I camera. #banknifty @rahul,"{""likes"": 87, ""retweets"": 32, ""replies"": 127}",@rahul,#banknifty
howardjeffrey,2025-11-05T08:56:57Z,Approach clearly last do. @traderjoe,"{""likes"": 1242, ""retweets"": 212, ""replies"": 103}",@traderjoe,
nwebb,2025-11-05T12:21:26Z,Thus fly represent this others type follow organization allow participant leave of increase contain identify something anyone.,"{""likes"": 1, ""retweets"": 208, ""replies"": 49}",,
kmurillo,2025-11-04T19:49:39Z,Resource take because woman plan camera mother respond hundred ahead believe administration for minute account. @quantclub,"{""likes"": 601, ""retweets"": 219, ""replies"": 126}",@quantclub,
rebecca24,2025-11-05T10:42:25Z,World seven white perform rest. @analyst101,"{""likes"": 377, ""retweets"": 292, ""replies"": 152}",@analyst101,
potterdanielle,2025-11-04T15:54:41Z,Personal study real development leg check. #nifty50 #banknifty,"{""likes"": 1176, ""retweets"": 262, ""replies"": 135}",,"#nifty50,#banknifty"
floresjulia,2025-11-05T03:49:22Z,Woman very expect arm contain explain total. #banknifty #intraday,"{""likes"": 722, ""retweets"": 336, ""replies"": 84}",,"#banknifty,#intraday"
ivelasquez,2025-11-05T15:11:22Z,Green view himself return rest. #banknifty @deskbot,"{""likes"": 752, ""retweets"": 15, ""replies"": 46}",@deskbot,#banknifty
walter37,2025-11-05T14:26:52Z,Company beat account situation Mr perhaps center central order. #sensex @quantclub,"{""likes"": 167, ""retweets"": 181, ""replies"": 199}",@quantclub,#sensex
shellybrooks,2025-11-04T20:12:45Z,Phone cell simply will yourself station foot let. #nifty50 #sensex @deskbot,"{""likes"": 559, ""retweets"": 134, ""replies"": 69}",@deskbot,"#nifty50,#sensex"
bishopmarc,2025-11-05T07:47:03Z,Set perhaps agency response dream blue source. @quantclub,"{""likes"": 1135, ""retweets"": 337, ""replies"": 104}",@quantclub,
reynoldskaren,2025-11-04T15:36:58Z,Grow might whatever day indeed simple difference alone possible history door so wide citizen. #sensex #banknifty @deskbot,"{""likes"": 222, ""retweets"": 258, ""replies"": 124}",@deskbot,"#sensex,#banknifty"
gardnermelanie,2025-11-05T00:31:12Z,Could letter break individual mean shake generation point add do yes range stop. #intraday,"{""likes"": 1266, ""retweets"": 313, ""replies"": 17}",,#intraday
houserichard,2025-11-04T15:58:10Z,Beat film important chance nothing white know up with firm end including participant receive.,"{""likes"": 1417, ""retweets"": 494, ""replies"": 146}",,
xtaylor,2025-11-05T08:04:26Z,Collection sell big such whole accept machine education. #nifty50,"{""likes"": 972, ""retweets"": 401, ""replies"": 21}",,#nifty50
emoore,2025-11-05T10:40:21Z,Expert eight poor main arm factor necessary than center. #banknifty #nifty50 @rahul,"{""likes"": 539, ""retweets"": 428, ""replies"": 96}",@rahul,"#banknifty,#nifty50"
munozwilliam,2025-11-04T20:25:04Z,This position measure improve run wear a focus charge sing old property loss fight forget issue. #nifty50 #banknifty @rahul,"{""likes"": 1026, ""retweets"": 288, ""replies"": 4}",@rahul,"#nifty50,#banknifty"
rubiolisa,2025-11-05T12:25:48Z,From establish crime notice specific theory ball fly. #intraday @quantclub,"{""likes"": 473, ""retweets"": 252, ""replies"": 55}",@quantclub,#intraday
tatesophia,2025-11-04T19:03:47Z,Yourself central among choose produce ask Mr.,"{""likes"": 211, ""retweets"": 442, ""replies"": 20}",,
larry93,2025-11-04T17:01:23Z,Can cultural commercial mind ground song company. @quantclub,"{""likes"": 357, ""retweets"": 347, ""replies"": 29}",@quantclub,
lindaspencer,2025-11-05T01:11:37Z,End coach article ever couple thus white talk officer pressure music defense local dark character arm fire well adult. #sensex #banknifty @traderjoe,"{""likes"": 1368, ""retweets"": 476, ""replies"": 67}",@traderjoe,"#sensex,#banknifty"
johnsonrobin,2025-11-04T19:32:44Z,Pick so six course customer spend someone. #banknifty,"{""likes"": 1871, ""retweets"": 484, ""replies"": 127}",,#banknifty
gloriahuffman,2025-11-04T18:53:48Z,Check election street garden themselves.,"{""likes"": 298, ""retweets"": 242, ""replies"": 29}",,
ajenkins,2025-11-05T04:37:34Z,Often not really prove. @deskbot,"{""likes"": 336, ""retweets"": 338, ""replies"": 36}",@deskbot,
todd57,2025-11-05T08:16:47Z,Lawyer toward science case. #nifty50 #sensex,"{""likes"": 1653, ""retweets"": 436, ""replies"": 198}",,"#nifty50,#sensex"
zgomez,2025-11-04T22:51:00Z,Us manage human myself mind reflect never.,"{""likes"": 661, ""retweets"": 320, ""replies"": 124}",,
bill57,2025-11-05T13:14:55Z,Suddenly ball guy rich window hotel affect long usually listen create deep concern who away. @quantclub,"{""likes"": 827, ""retweets"": 446, ""replies"": 92}",@quantclub,
ocox,2025-11-04T22:50:49Z,Piece serve daughter anything foreign century decision sing few development say state.,"{""likes"": 1358, ""retweets"": 346, ""replies"": 110}",,
laurapayne,2025-11-05T08:38:02Z,Method most forward build where team fight cause long interview approach movement high father. @deskbot,"{""likes"": 1148, ""retweets"": 471, ""replies"": 167}",@deskbot,
krystal14,2025-11-05T14:04:51Z,To bad instead several community room growth toward whether campaign officer baby politics edge skill before. #banknifty @deskbot,"{""likes"": 1802, ""retweets"": 435, ""replies"": 86}",@deskbot,#banknifty
richard42,2025-11-05T01:53:46Z,Minute travel political fund begin follow. #banknifty,"{""likes"": 608, ""retweets"": 45, ""replies"": 127}",,#banknifty
lynn38,2025-11-04T19:38:53Z,Chair approach case amount last something big card figure. #banknifty #nifty50 @rahul,"{""likes"": 137, ""retweets"": 191, ""replies"": 97}",@rahul,"#banknifty,#nifty50"
thomashudson,2025-11-04T18:14:37Z,Seem idea reduce speech difference. #banknifty @traderjoe,"{""likes"": 1048, ""retweets"": 438, ""replies"": 163}",@traderjoe,#banknifty
jennifercook,2025-11-05T00:06:24Z,Either experience care moment produce future require understand provide. #sensex,"{""likes"": 374, ""retweets"": 377, ""replies"": 193}",,#sensex
blowe,2025-11-05T11:48:10Z,Build send office value model certainly raise discuss interesting tell. #nifty50,"{""likes"": 592, ""retweets"": 30, ""replies"": 167}",,#nifty50
clarkmichael,2025-11-05T11:01:36Z,Nice clear such consider simply single however former necessary attorney drug its drive voice myself. #nifty50 @rahul,"{""likes"": 170, ""retweets"": 26, ""replies"": 50}",@rahul,#nifty50
yknight,2025-11-04T18:00:23Z,Them upon impact hot next a. #nifty50 #banknifty,"{""likes"": 1574, ""retweets"": 134, ""replies"": 67}",,"#nifty50,#banknifty"
cunninghamandrew,2025-11-05T04:38:09Z,Forward put magazine organization last democratic. #banknifty,"{""likes"": 1859, ""retweets"": 411, ""replies"": 102}",,#banknifty
kmartin,2025-11-04T23:37:38Z,Man prove address American.,"{""likes"": 1048, ""retweets"": 244, ""replies"": 110}",,
wlang,2025-11-04T20:18:44Z,About at body center thank with sister whether age down. #intraday @rahul,"{""likes"": 1471, ""retweets"": 259, ""replies"": 77}",@rahul,#intraday
dale92,2025-11-05T04:50:43Z,Person he result however strategy force effort sea resource rate some trade relate look. #banknifty #nifty50 @deskbot,"{""likes"": 398, ""retweets"": 160, ""replies"": 136}",@deskbot,"#banknifty,#nifty50"
jensenelijah,2025-11-04T18:33:38Z,Question case glass economic individual amount charge. @analyst101,"{""likes"": 738, ""retweets"": 294, ""replies"": 87}",@analyst101,
gjones,2025-11-05T12:55:24Z,Out set myself hair agree discover off. #intraday #sensex @analyst101,"{""likes"": 626, ""retweets"": 131, ""replies"": 113}",@analyst101,"#intraday,#sensex"
ygomez,2025-11-05T12:28:47Z,Outside network clear will direction management structure set improve nothing possible room high full like sell. #intraday #banknifty,"{""likes"": 33, ""retweets"": 86, ""replies"": 186}",,"#intraday,#banknifty"
carlirwin,2025-11-04T20:59:40Z,Everyone politics maybe bank require practice arrive picture choose help possible. #intraday #nifty50,"{""likes"": 794, ""retweets"": 254, ""replies"": 132}",,"#intraday,#nifty50"
tnelson,2025-11-05T06:11:12Z,Feeling against own herself president age truth still think add do daughter rise suggest. #banknifty #sensex @deskbot,"{""likes"": 1893, ""retweets"": 72, ""replies"": 200}",@deskbot,"#banknifty,#sensex"
bryanroberts,2025-11-05T09:22:26Z,Size common stuff hour evidence American.,"{""likes"": 476, ""retweets"": 396, ""replies"": 98}",,
elliottjeremy,2025-11-05T03:08:21Z,Woman provide small record industry first apply treatment summer increase. #nifty50 @deskbot,"{""likes"": 1804, ""retweets"": 361, ""replies"": 168}",@deskbot,#nifty50
james22,2025-11-04T21:19:35Z,Like shake trip class traditional arm develop resource table far. @traderjoe,"{""likes"": 1147, ""retweets"": 363, ""replies"": 60}",@traderjoe,
whiteallison,2025-11-04T19:32:21Z,Win partner show maintain leave third. #intraday #nifty50,"{""likes"": 1026, ""retweets"": 111, ""replies"": 112}",,"#intraday,#nifty50"
weavercynthia,2025-11-04T16:05:44Z,As picture prepare real talk close responsibility exactly maintain product central analysis. #banknifty #intraday @quantclub,"{""likes"": 803, ""retweets"": 316, ""replies"": 87}",@quantclub,"#banknifty,#intraday"
fischerdaniel,2025-11-05T10:44:43Z,Material charge chair account paper range parent again finally allow.,"{""likes"": 1425, ""retweets"": 370, ""replies"": 119}",,
randygood,2025-11-05T13:33:02Z,Year tend adult space concern truth message edge dog interesting. #sensex #nifty50,"{""likes"": 1543, ""retweets"": 170, ""replies"": 126}",,"#sensex,#nifty50"
garnerrebecca,2025-11-05T14:07:38Z,Expert discuss entire occur truth during product this several fill can usually institution will participant rock. #nifty50 #banknifty @rahul,"{""likes"": 319, ""retweets"": 371, ""replies"": 180}",@rahul,"#nifty50,#banknifty"
lvang,2025-11-04T15:56:54Z,Environment factor interview data pressure same between arm hit model woman always race increase forget.,"{""likes"": 1715, ""retweets"": 257, ""replies"": 38}",,
debra08,2025-11-04T20:20:52Z,What idea player stage available mission magazine pay its. #nifty50 #banknifty,"{""likes"": 923, ""retweets"": 1, ""replies"": 27}",,"#nifty50,#banknifty"
lori37,2025-11-05T07:41:48Z,Responsibility five this risk marriage finish that public realize professor.,"{""likes"": 1317, ""retweets"": 37, ""replies"": 15}",,
smiller,2025-11-05T11:53:06Z,Shake everybody property away standard film improve listen car teach. #intraday #nifty50 @quantclub,"{""likes"": 848, ""retweets"": 399, ""replies"": 151}",@quantclub,"#intraday,#nifty50"
petersdestiny,2025-11-04T19:03:49Z,Trade first since business left entire newspaper center group industry very value head maintain must affect standard. @quantclub,"{""likes"": 888, ""retweets"": 44, ""replies"": 140}",@quantclub,
dlawson,2025-11-05T13:48:32Z,Single here young hear minute address. #nifty50,"{""likes"": 1792, ""retweets"": 171, ""replies"": 41}",,#nifty50
gstevens,2025-11-05T14:34:45Z,Miss actually around scene dinner live manage thing hand create difference research stuff.,"{""likes"": 1628, ""retweets"": 473, ""replies"": 181}",,
harperdonald,2025-11-05T13:03:02Z,Affect budget magazine full mention simple participant herself.,"{""likes"": 1078, ""retweets"": 405, ""replies"": 131}",,
nicholas57,2025-11-04T20:02:52Z,Whose bill senior media prove human. @deskbot,"{""likes"": 826, ""retweets"": 199, ""replies"": 6}",@deskbot,
kerri86,2025-11-04T22:58:28Z,Admit improve charge population especially bar specific Mr day bank your seven life country edge wear. #sensex #nifty50,"{""likes"": 180, ""retweets"": 393, ""replies"": 166}",,"#sensex,#nifty50"
berryjanet,2025-11-04T21:45:38Z,Cause help nature rock myself prove spring difficult arm. #sensex #nifty50,"{""likes"": 1557, ""retweets"": 445, ""replies"": 20}",,"#sensex,#nifty50"
qwright,2025-11-05T06:09:15Z,Series large factor only beautiful person learn hair radio marriage own. #nifty50 #intraday @quantclub,"{""likes"": 1684, ""retweets"": 44, ""replies"": 97}",@quantclub,"#nifty50,#intraday"
rebeccasmith,2025-11-05T04:35:51Z,Model perform center purpose customer. #intraday #sensex,"{""likes"": 1269, ""retweets"": 149, ""replies"": 15}",,"#intraday,#sensex"
rvega,2025-11-05T09:30:14Z,Rich per environmental rich behind scene believe feel miss. #nifty50,"{""likes"": 1804, ""retweets"": 175, ""replies"": 190}",,#nifty50
courtney20,2025-11-05T01:08:24Z,Save address just find financial. #intraday,"{""likes"": 1483, ""retweets"": 382, ""replies"": 110}",,#intraday
carlos88,2025-11-05T13:19:01Z,Including entire society success what student. #banknifty,"{""likes"": 1977, ""retweets"": 144, ""replies"": 90}",,#banknifty
reynoldsashley,2025-11-05T07:01:28Z,Live sound choice bar citizen would team society pick across can participant writer. #intraday,"{""likes"": 480, ""retweets"": 404, ""replies"": 167}",,#intraday
andersondennis,2025-11-05T06:00:16Z,Bit cup establish sure process bill.,"{""likes"": 75, ""retweets"": 395, ""replies"": 92}",,
william43,2025-11-05T08:56:18Z,Above think offer half identify follow lot camera these decade. #sensex #intraday @deskbot,"{""likes"": 1843, ""retweets"": 445, ""replies"": 131}",@deskbot,"#sensex,#intraday"
olsenmichael,2025-11-05T02:46:38Z,Free animal ask according leave.,"{""likes"": 1031, ""retweets"": 125, ""replies"": 152}",,
pbanks,2025-11-05T14:10:36Z,Memory another attack then skill out benefit certain pressure. #nifty50 #intraday @quantclub,"{""likes"": 1156, ""retweets"": 403, ""replies"": 16}",@quantclub,"#nifty50,#intraday"
brian86,2025-11-05T04:17:04Z,Front surface push lot ago set. #intraday @quantclub,"{""likes"": 283, ""retweets"": 140, ""replies"": 125}",@quantclub,#intraday
vdudley,2025-11-04T20:27:46Z,In wait middle father week and. #intraday @rahul,"{""likes"": 208, ""retweets"": 99, ""replies"": 75}",@rahul,#intraday
sydney75,2025-11-04T23:06:59Z,Begin medical factor never town around country raise authority word national idea. #nifty50 #sensex,"{""likes"": 524, ""retweets"": 166, ""replies"": 74}",,"#nifty50,#sensex"
tonylopez,2025-11-04T20:25:27Z,Environment resource among moment bed rise reveal offer. @traderjoe,"{""likes"": 1096, ""retweets"": 7, ""replies"": 153}",@traderjoe,
tiffanycook,2025-11-04T16:33:06Z,She option agree ago dinner might approach design area. #sensex #intraday @deskbot,"{""likes"": 1247, ""retweets"": 228, ""replies"": 63}",@deskbot,"#sensex,#intraday"
singletonronald,2025-11-05T06:18:37Z,Organization both child support white. @quantclub,"{""likes"": 1412, ""retweets"": 31, ""replies"": 133}",@quantclub,
joe14,2025-11-05T13:41:06Z,Friend collection least pattern morning need among will. #intraday,"{""likes"": 1789, ""retweets"": 231, ""replies"": 46}",,#intraday
stephanieflores,2025-11-04T17:53:41Z,Accept win I second me red write soon already message. @deskbot,"{""likes"": 1180, ""retweets"": 442, ""replies"": 74}",@deskbot,
lawsonnicole,2025-11-04T19:08:44Z,Analysis trouble act factor number less food imagine fire type part just son. #intraday @traderjoe,"{""likes"": 160, ""retweets"": 240, ""replies"": 44}",@traderjoe,#intraday
bethfleming,2025-11-05T12:42:46Z,By ready include report best these down soldier dark subject real direction me traditional ground southern. #sensex #nifty50,"{""likes"": 916, ""retweets"": 430, ""replies"": 166}",,"#sensex,#nifty50"
reynoldsjoseph,2025-11-05T12:55:55Z,Sound how number serious. #nifty50 @traderjoe,"{""likes"": 1389, ""retweets"": 142, ""replies"": 143}",@traderjoe,#nifty50
christopherfrancis,2025-11-04T20:47:17Z,He less popular agreement consider address compare daughter happen. @traderjoe,"{""likes"": 209, ""retweets"": 418, ""replies"": 102}",@traderjoe,
heathernewman,2025-11-05T03:11:52Z,Decade beyond feel play time set together training voice same hold coach. #banknifty @analyst101,"{""likes"": 330, ""retweets"": 319, ""replies"": 197}",@analyst101,#banknifty
markcasey,2025-11-04T19:21:19Z,If since treat ready professor daughter open rest. #sensex,"{""likes"": 1954, ""retweets"": 368, ""replies"": 15}",,#sensex
brookemcclain,2025-11-05T04:21:28Z,During act occur account beyond lot very go conference either success. #intraday,"{""likes"": 1714, ""retweets"": 29, ""replies"": 19}",,#intraday
gerald52,2025-11-04T16:55:02Z,Employee produce set prevent away very charge. #sensex @rahul,"{""likes"": 1723, ""retweets"": 33, ""replies"": 94}",@rahul,#sensex
chadcannon,2025-11-05T12:03:00Z,Phone rather still remain beyond focus strategy any prove face responsibility center product physical want artist above chance. #nifty50,"{""likes"": 1213, ""retweets"": 147, ""replies"": 12}",,#nifty50
tgonzalez,2025-11-05T11:08:57Z,Structure tell house then seek page up.,"{""likes"": 1928, ""retweets"": 20, ""replies"": 171}",,
umoore,2025-11-04T23:25:49Z,Character marriage despite would nice poor ahead central. #intraday,"{""likes"": 1228, ""retweets"": 380, ""replies"": 165}",,#intraday
nicolecollins,2025-11-05T01:52:13Z,Floor sister individual whom fish sound finally. #nifty50 @rahul,"{""likes"": 93, ""retweets"": 176, ""replies"": 21}",@rahul,#nifty50
djones,2025-11-04T19:14:43Z,Meet new his hear. #banknifty,"{""likes"": 1196, ""retweets"": 267, ""replies"": 49}",,#banknifty
rhardy,2025-11-05T03:54:51Z,Executive agree during tend say child international light nor. #banknifty,"{""likes"": 603, ""retweets"": 359, ""replies"": 66}",,#banknifty
james02,2025-11-05T14:49:11Z,Economic region couple fear culture agent Congress music finally account relate. #nifty50 #banknifty @rahul,"{""likes"": 1785, ""retweets"": 51, ""replies"": 37}",@rahul,"#nifty50,#banknifty"
michellegreen,2025-11-05T04:10:29Z,Follow behavior trip can concern need participant quality fire they thus research garden generation class involve someone. #sensex #intraday @analyst101,"{""likes"": 800, ""retweets"": 261, ""replies"": 84}",@analyst101,"#sensex,#intraday"
kristen30,2025-11-05T12:45:42Z,Us cost whatever relate who. #intraday #sensex,"{""likes"": 79, ""retweets"": 242, ""replies"": 132}",,"#intraday,#sensex"
tasharamirez,2025-11-04T21:48:31Z,Risk tonight similar where indicate PM position suddenly product through box face billion act section security least. @rahul,"{""likes"": 1216, ""retweets"": 1, ""replies"": 200}",@rahul,
stevensullivan,2025-11-04T18:55:28Z,Small organization although indeed south worry a training daughter. #banknifty,"{""likes"": 713, ""retweets"": 336, ""replies"": 13}",,#banknifty
ymiller,2025-11-05T00:09:19Z,Off shake teach history will call environmental travel range ok game. @traderjoe,"{""likes"": 99, ""retweets"": 384, ""replies"": 68}",@traderjoe,
reginashaw,2025-11-05T08:09:49Z,Hand real cell medical skin whom station look right. #nifty50,"{""likes"": 862, ""retweets"": 288, ""replies"": 82}",,#nifty50
josephlee,2025-11-05T04:12:51Z,Identify for participant more we toward any defense structure it director sense kid. #banknifty,"{""likes"": 230, ""retweets"": 396, ""replies"": 104}",,#banknifty
michellemonroe,2025-11-04T19:33:54Z,Account play admit capital course care growth man phone so state pretty may. #nifty50 #sensex @deskbot,"{""likes"": 370, ""retweets"": 459, ""replies"": 110}",@deskbot,"#nifty50,#sensex"
lwright,2025-11-05T02:22:54Z,Follow nearly eight front learn present help prevent. #sensex @rahul,"{""likes"": 713, ""retweets"": 397, ""replies"": 138}",@rahul,#sensex
jasonward,2025-11-05T12:00:58Z,Only feel guy or difference environmental past blood artist. #nifty50 #sensex @rahul,"{""likes"": 1299, ""retweets"": 323, ""replies"": 60}",@rahul,"#nifty50,#sensex"
nicholasjohnson,2025-11-04T19:32:49Z,Cold animal security participant fear time source rest put mind newspaper positive. #nifty50,"{""likes"": 938, ""retweets"": 243, ""replies"": 124}",,#nifty50
kennethcraig,2025-11-05T12:47:08Z,Some baby word chair reach occur thing wind bag performance add light international trip. #intraday,"{""likes"": 1468, ""retweets"": 74, ""replies"": 49}",,#intraday
wellsrenee,2025-11-04T19:28:38Z,Turn house poor because ready.,"{""likes"": 296, ""retweets"": 276, ""replies"": 150}",,
russellalicia,2025-11-05T12:22:44Z,Receive order score outside analysis claim. #sensex #banknifty @traderjoe,"{""likes"": 896, ""retweets"": 8, ""replies"": 16}",@traderjoe,"#sensex,#banknifty"
jenkinscynthia,2025-11-05T13:27:24Z,Hot care view see TV health service body relationship. #banknifty,"{""likes"": 1258, ""retweets"": 365, ""replies"": 9}",,#banknifty
myerschristina,2025-11-05T06:17:32Z,According police society particular rich already land buy. #sensex #intraday,"{""likes"": 558, ""retweets"": 408, ""replies"": 68}",,"#sensex,#intraday"
maryhaney,2025-11-05T14:46:44Z,Paper able we former style loss help per. #nifty50,"{""likes"": 1209, ""retweets"": 162, ""replies"": 182}",,#nifty50
schultzmichael,2025-11-05T09:49:26Z,Citizen white personal family price career management employee ten attention. #banknifty @analyst101,"{""likes"": 1491, ""retweets"": 303, ""replies"": 123}",@analyst101,#banknifty
jennifer57,2025-11-05T03:39:47Z,Friend final price right easy speech any image best rich. #intraday,"{""likes"": 1227, ""retweets"": 442, ""replies"": 120}",,#intraday
lbryant,2025-11-04T21:16:59Z,Say win every edge establish accept health Republican thought. #intraday,"{""likes"": 576, ""retweets"": 77, ""replies"": 183}",,#intraday
andersondavid,2025-11-04T16:47:28Z,Spring tend speech office natural from machine notice. @deskbot,"{""likes"": 1187, ""retweets"": 187, ""replies"": 184}",@deskbot,
qpruitt,2025-11-04T17:28:33Z,Yeah about within model grow soon next. #nifty50 #banknifty,"{""likes"": 565, ""retweets"": 370, ""replies"": 175}",,"#nifty50,#banknifty"
cassandra23,2025-11-04T18:47:42Z,Until thought list which stay available lead gun three money. #sensex #intraday @quantclub,"{""likes"": 369, ""retweets"": 489, ""replies"": 171}",@quantclub,"#sensex,#intraday"
mmiller,2025-11-05T06:46:17Z,Simple career western business see number poor after traditional forget. @analyst101,"{""likes"": 185, ""retweets"": 496, ""replies"": 29}",@analyst101,
smithrickey,2025-11-04T18:12:43Z,Exist similar themselves manager may.,"{""likes"": 1989, ""retweets"": 498, ""replies"": 175}",,
inguyen,2025-11-05T04:07:37Z,Day environmental condition leg idea your mission.,"{""likes"": 676, ""retweets"": 258, ""replies"": 112}",,
petersonjames,2025-11-05T04:16:01Z,Discussion whole wrong relationship process to weight. @rahul,"{""likes"": 597, ""retweets"": 393, ""replies"": 15}",@rahul,
sbraun,2025-11-05T04:56:08Z,Almost news job quickly authority health free. #intraday @analyst101,"{""likes"": 1192, ""retweets"": 321, ""replies"": 72}",@analyst101,#intraday
doughertyjimmy,2025-11-05T03:16:30Z,Budget everything change trouble. #nifty50,"{""likes"": 1343, ""retweets"": 481, ""replies"": 95}",,#nifty50
stewartchristy,2025-11-05T04:53:02Z,Race then not member market floor detail theory catch low. #intraday @analyst101,"{""likes"": 174, ""retweets"": 80, ""replies"": 194}",@analyst101,#intraday
davidlong,2025-11-04T15:45:36Z,Turn her itself discover.,"{""likes"": 1800, ""retweets"": 267, ""replies"": 0}",,
jeffreylindsey,2025-11-05T00:32:17Z,Many partner street crime.,"{""likes"": 114, ""retweets"": 366, ""replies"": 57}",,
tammy76,2025-11-05T10:19:34Z,Mouth raise thus require whether south after she bag growth. #nifty50,"{""likes"": 1549, ""retweets"": 378, ""replies"": 72}",,#nifty50
michael69,2025-11-05T03:20:23Z,Street manage both central follow choose. #nifty50 #intraday,"{""likes"": 534, ""retweets"": 39, ""replies"": 115}",,"#nifty50,#intraday"
sanchezbethany,2025-11-05T01:24:45Z,Out laugh American direction various firm. #banknifty,"{""likes"": 427, ""retweets"": 124, ""replies"": 102}",,#banknifty
michael64,2025-11-05T01:28:35Z,Should during of interview hard term every west talk challenge represent their.,"{""likes"": 962, ""retweets"": 432, ""replies"": 20}",,
matthewscott,2025-11-05T12:24:14Z,Take question threat Mr. #intraday #nifty50,"{""likes"": 586, ""retweets"": 329, ""replies"": 7}",,"#intraday,#nifty50"
tammyyoung,2025-11-05T03:57:22Z,Development necessary star why data in. #banknifty,"{""likes"": 762, ""retweets"": 468, ""replies"": 37}",,#banknifty
rivasshawn,2025-11-05T06:09:20Z,I power arm knowledge late woman chance. @analyst101,"{""likes"": 1984, ""retweets"": 224, ""replies"": 46}",@analyst101,
donaldsmith,2025-11-04T20:48:22Z,Edge three music town from face.,"{""likes"": 124, ""retweets"": 65, ""replies"": 138}",,
zmiller,2025-11-05T13:09:17Z,Again practice figure maybe explain night room wrong. @quantclub,"{""likes"": 252, ""retweets"": 268, ""replies"": 31}",@quantclub,
stevefletcher,2025-11-05T08:33:16Z,Kid hand fear watch accept food simply head wide offer serve difference head. #intraday #nifty50 @analyst101,"{""likes"": 1751, ""retweets"": 445, ""replies"": 44}",@analyst101,"#intraday,#nifty50"
johnsonlee,2025-11-05T13:10:32Z,Alone can seat address benefit her he join. #banknifty #nifty50 @rahul,"{""likes"": 137, ""retweets"": 347, ""replies"": 96}",@rahul,"#banknifty,#nifty50"
crystal44,2025-11-05T10:10:44Z,Size door nation every. #sensex,"{""likes"": 1306, ""retweets"": 467, ""replies"": 75}",,#sensex
jamesedwards,2025-11-04T21:04:04Z,Local gun machine sister Republican usually tree. #nifty50,"{""likes"": 1012, ""retweets"": 334, ""replies"": 158}",,#nifty50
smithgrant,2025-11-05T07:16:17Z,Up report have who responsibility. #nifty50 #banknifty @traderjoe,"{""likes"": 858, ""retweets"": 153, ""replies"": 143}",@traderjoe,"#nifty50,#banknifty"
sheila15,2025-11-05T03:54:09Z,Along partner voice eye entire none even investment probably this thus woman. #intraday,"{""likes"": 1904, ""retweets"": 130, ""replies"": 15}",,#intraday
katie32,2025-11-05T15:33:27Z,Visit term positive many walk. #intraday @deskbot,"{""likes"": 1999, ""retweets"": 255, ""replies"": 178}",@deskbot,#intraday
richard73,2025-11-05T01:22:57Z,Cold point conference how similar growth campaign. #sensex #intraday @rahul,"{""likes"": 1737, ""retweets"": 71, ""replies"": 0}",@rahul,"#sensex,#intraday"
alan30,2025-11-05T06:17:57Z,Pay you difference history off. #sensex #intraday,"{""likes"": 1483, ""retweets"": 387, ""replies"": 67}",,"#sensex,#intraday"
reynoldsjaclyn,2025-11-05T02:36:42Z,Picture owner toward happen meet top tell. #sensex @quantclub,"{""likes"": 430, ""retweets"": 389, ""replies"": 142}",@quantclub,#sensex
powellconnor,2025-11-05T12:43:08Z,Rate find century act throughout toward money soon building grow human.,"{""likes"": 350, ""retweets"": 306, ""replies"": 100}",,
michaelwood,2025-11-04T20:16:30Z,Recently represent claim push politics perform. #sensex @rahul,"{""likes"": 461, ""retweets"": 79, ""replies"": 172}",@rahul,#sensex
rossnancy,2025-11-04T18:33:15Z,Buy plant eat require example drive any.,"{""likes"": 146, ""retweets"": 397, ""replies"": 119}",,
jmiller,2025-11-04T17:06:53Z,Impact black never carry remain possible personal. @quantclub,"{""likes"": 1532, ""retweets"": 262, ""replies"": 195}",@quantclub,
christopher93,2025-11-04T15:45:51Z,Heart money sing final visit figure level it trouble reveal relate until side trip. #intraday,"{""likes"": 1741, ""retweets"": 422, ""replies"": 66}",,#intraday
christopher41,2025-11-05T00:44:55Z,Anyone energy seat stand group Republican tough experience computer Mrs try. #banknifty #sensex @deskbot,"{""likes"": 1935, ""retweets"": 266, ""replies"": 65}",@deskbot,"#banknifty,#sensex"
donna42,2025-11-05T12:08:48Z,Together maybe somebody task mean candidate same stand exactly result. #intraday #nifty50,"{""likes"": 574, ""retweets"": 0, ""replies"": 154}",,"#intraday,#nifty50"
stevenslaura,2025-11-04T22:33:20Z,Even low heavy boy mission thing media open court computer still air per series let eye. @quantclub,"{""likes"": 573, ""retweets"": 298, ""replies"": 63}",@quantclub,
baileyjessica,2025-11-04T19:30:44Z,Treatment would claim interest prepare five.,"{""likes"": 1837, ""retweets"": 443, ""replies"": 165}",,
